/vanets/src/results/SingleCH_Safety_B_100Bytes_Q_5-0_27Mbitrate.sca_SingleCH_Safety_B_100Bytes_Q_5-0-20161009-19:32:19-18220_RSUScenario.node[0].nic.mac1609_4_ReceivedBroadcasts
5942
